text,language,sentiment,confidence,topic_id,topic_label,region,country,language_name,date,likes
ìjọ̀gbọ̀n bóo fún àpẹẹrẹ ìyáà mi ní aápọn ẹ tún gbìyànjú sí i,yor,positive,0.5099157094955444,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-22,183
ajé olókùn ajé onírè ajé ṣálúgà gbé ire owó tútù tí ń dóṣìpaàgbàànà kò mí bùn mí níre owó tabua nítorí owó ló dùn ún jayé láìsí owó kò sí ènìyàn,yor,negative,0.39819982647895813,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-05-04,220
ikini ojo jimo fun ekaaro eku ipalemo odun o,yor,positive,0.9457419514656067,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-06-09,187
awon kan npe nii aganrandi,yor,neutral,0.4827415645122528,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-08-19,46
rhythmic aránmúpè consonants ḿ and ń they can stand on their own báyọ̀ ń lọ sí ilé àrà m̀ bá dá they can start words ǹjẹ́ ḿbẹ ńkọ́ m̀bá they often carry tonal marks m̀ ḿ ń ǹ consonants can follow them ǹjẹ́ ḿbẹ ńkọ́,yor,neutral,0.47009915113449097,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-06-06,410
ebi ò ní pa kóówá tọmọtọmọ o àmínàṣẹ,yor,positive,0.4485434293746948,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-04,226
ẹ ṣeun fún àwàdà yìí ẹ gbọ́ kí làmàlá so mẹ́ṣẹ̀ panla n làmàlá so mẹ́ṣẹ̀ panla,yor,neutral,0.7336932420730591,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-01,258
ẹ ṣé anti máyọ̀wá im grateful,yor,negative,0.5597700476646423,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-03,261
dajudaju kii se omo ibadan kini sho ko kini soo ni a n pe ni ibadan lol,yor,negative,0.7285993099212646,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-21,336
pe kini rt njẹ́ ẹ ti gbọ pé a ti le ikú lọ ní ilé wá ati le àrun lọ o di gbére,yor,negative,0.7851794362068176,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-17,20
oṣù kìníní là ti ń sọ yìí lọ́jọ́ sí oṣù kejì ológun britain wá da bini rú wọ́n sọ ìlú ọlá bini di aoro,yor,negative,0.4875030815601349,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-03-30,20
arọ tí kò lẹ́sẹ̀ nílẹ̀ẹ́ lọ́gbọ́n nínú,yor,neutral,0.7458963990211487,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-24,325
oro ni yen ki awon odo wa gbo lo ku,yor,positive,0.5469128489494324,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-14,66
ẹlẹ́rù ní ńgbé ẹrù ká tó ba ké ọfẹ,yor,neutral,0.8346142768859863,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-01-22,42
wọ́n gba ti wa tó jẹ́ ojúlówó wọ́n gbé pánda fún wa,yor,negative,0.8784205317497253,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-08-02,472
ọrẹ orisirisi lo yi ọ ká sọra fun aye ọrẹ mi ẹni ti o ro wipe kò le dà ẹ iru wọn ni ma n seku pani,yor,positive,0.6316655278205872,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-19,375
ẹgbẹ́ olùkọ́ ìlú ò fi owó sí ife ẹ̀yẹ àgbáyé torí ìjọba ò gbọ́ ti wọn,yor,positive,0.5780320763587952,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-31,160
èdèe wa ni kí a ma lò lórí ayélujára kí a fàyè sílẹ̀ láti lè túmọ̀ rẹ sì gẹ̀ẹ́sì àtàwọn èdè ilẹ̀ẹ wa mìíràn,yor,neutral,0.5207140445709229,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-21,398
ọmọ aráyé ńpàtẹ́wọ́ fún yànmùyánmú inú ẹ̀ ńdùn kò mọ̀ pé òun ńfi ikú ṣeré ni mosquito rejoices when people clap,yor,negative,0.6406052708625793,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-04-10,368
ikún ► squirrel ikùn ► stomach ìkún ► state of being fullto be filled ikun ► catarrh,yor,negative,0.7976077795028687,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-20,261
èrò ni ọbẹ̀ gbẹ̀gìrì,yor,neutral,0.7965517640113831,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-07-02,40
bíi ti àná ifá gba àwọn ọmọ méjèèjì ní mọ̀ran ó ní kí wọn ó ṣe bí ìyá wọn ti ṣe lọ́jọ́ kìnínní àná,yor,neutral,0.3762534260749817,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-12,27
won je ayo na ti ni aja kini anfani ninu ki a binu si eni ti olorun gbega iparun ni eda to ba se iru eyi wa,yor,negative,0.8919574022293091,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-21,385
streets with kristi and ayanfe on yorùbátv ẹgbẹ ọmọ olúwa bí gbogbo àgbáyé ojú òpó ìkànsíraẹni □ yoruba tv,yor,positive,0.6423928737640381,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-05-03,258
ẹ tiẹ̀ gbọ́ ná èé ti jẹ́ tí ẹ̀yin awo ò ṣe dẹ láàlú sí wọn kó da àrin wọn rú èdèàìyedè kó tú wọn ká,yor,negative,0.5787580013275146,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-16,458
ṣíṣe owó wa ńṣekúṣe,yor,neutral,0.6823188662528992,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-15,193
ajumobi kan ko ko ti anu eni oluwa ran si ni ni nse ni loore,yor,negative,0.7599865198135376,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-04-22,334
bí ọdún bá kan ọdún pèrègún a máwọ̀ tuntun wáyé ire ogbó,yor,positive,0.44906389713287354,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-07-22,486
a dúpẹ́ o a ń wojú ẹ̀ dé nkan bí ago mẹ́jọ ó yẹ kó ti kásẹ̀ ńlẹ̀ láago méjìlá ẹ ẹ̀ yáa kọrí sí ibiṣẹ́,yor,neutral,0.440649151802063,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-12,401
gómìnà ìpínlẹ̀ èkó ti pàṣẹ pé kí wọ́n ti gbogbo ọjà àti ìsọ̀ tí kò tá ohun tí kò ṣe pàtàkì fún ọjọ́ méje tí y,yor,negative,0.41794252395629883,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-03-27,69
iru okere gun ju ti ikun lo okere le gun ori igi ikun n gbe inu iho sapamo,yor,negative,0.8668873310089111,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-01-23,13
e kaaro oh aa ji bi oni a san wa sire owo ati ola oh loruko olodumare amin,yor,positive,0.5025137662887573,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-25,438
iyanu ni ojo oni a je fun wa ooo ibanuje ko ni wo le to wa oo asiri wa ko ni tu ipinle odua ko ni daru ooo,yor,negative,0.8084192872047424,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-04,33
èyí ló fà á tí obìnrin fi ṣe pàtàkì nípa èdè sísọ,yor,neutral,0.6415754556655884,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-12,314
ẹranko abìwo ẹranko afàyàfà ẹranko abìyẹ́,yor,neutral,0.6830735206604004,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-29,374
ọba akínni a kì í ọba tí a ò gbọdọ̀ má kì í ọba òní àná ọba títí láí ọba ọlọ́wọ́ gbọgbọrọ o ṣeun jíjí ire,yor,positive,0.43271756172180176,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-04-13,354
omo kekere o kin dagba loju obi e ̀bá,yor,positive,0.704074501991272,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-10,417
ko si abo fun enikeni mo ni orile ede yi falana,yor,positive,0.7985802292823792,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-22,56
ìjàmbá ọkọ̀ tó fa àìlọgeere,yor,neutral,0.8120684027671814,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-07-05,99
àjínde ara ni kó máa jẹ́ tiyín lónìí o,yor,positive,0.9450398087501526,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-10,67
ní kò sí ìséde gbálé n gbáta lónìí torí ìdánwò ìwọlé ẹ̀kọ́ gíga,yor,neutral,0.5220211744308472,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-02-13,453
oruko mi ni ogbeni taiwo adewumi olaiya omo bibi ilu ise ni ipinle ekiti mo ki gbogbo ile e kaaro o eni a san wa ooo,yor,positive,0.7521795034408569,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-02,251
mo ṣe àyán ògbufọ̀ sédèe yoòbá gtgtgtgt,yor,negative,0.6902217864990234,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-08,147
o máa ń jẹ àgbọn ṣé o mọ ohun tí à ń pe ẹ̀yà ara àgbọn,yor,positive,0.40075957775115967,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-08,489
akú àjọdún ìbi krístì adèkú imura ọdún tuntun ti mbe niwaju httpst,yor,neutral,0.6801456212997437,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-01,415
tùmọ̀ sí èdè yorùbá snow dew stem of a tree girls spincer bachelors,yor,positive,0.459186851978302,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-08-20,469
jagunjagun ò ṣe é fi ogun mú,yor,positive,0.8237219452857971,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-30,407
mo kí gbogbo eléré ìdárayá wa ní london kú akitiyan o jàre yakubu adesokan kú iṣẹ́ ti àná o,yor,positive,0.9403250813484192,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-26,84
ọjọ́ ìsinmi tíà ń pe ọjọ́ọ̀sẹ̀ sunday kì í ṣe ọjọ́ tí a fi ń sinmi gẹ́gẹ́ bí a ṣe mọ̀n ọ́n lónìí yorùbá ní ìtàn nípa ìtumọ̀,yor,neutral,0.45687589049339294,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-06-17,351
obì obì ni ń bí ikú dànù obì á bi ikú dànù fún ẹ àádùn dídùn ni ti àádùn aiyé rẹ á ní adùn orógbó aiyé rẹ á gbó o and so on conversion to other religions has made the practice become sidelined boys are believed to have bones girls bones,yor,negative,0.5177558064460754,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-07,403
chop life geng o ti pada beyin yo,yor,negative,0.8249081373214722,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-06-06,369
orí erùpẹ̀ sahara òkun pupa òkun indian ni larubawa gbà orí òkun atlantic lòyìbó europe gbà wá ní tiwọn,yor,negative,0.7143828868865967,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-07-31,476
ògún lákayé ọsìnmọlẹ̀ oníjà oòle adìgìrì gììrì re ibi ìjà the awesome eulogy of ògún the òrìṣà of iron and war pleasing to the ears like the melody of the forest birds oríkì aládùn òrìṣà ògún ó rẹwà létí bíi ohùn aládùn ẹiyẹ oko by,yor,negative,0.3457838296890259,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-02,113
òbí rere ni ìwọ tí o bá mọ rírì ọmọ,yor,positive,0.4936235547065735,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-02,33
ko ju bee lo ara oko ti yio je burediafi esuru ranse sile gba fun baba nile ni gba fun gbada loko,yor,negative,0.9204241633415222,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-06-18,426
kẹ̀tẹ̀ ni à ń pe irúu màálù báyìí tí ò ní iké lẹ́yìn nílẹ̀ẹ́ yoòbá,yor,neutral,0.7115878462791443,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-08-28,179
èèyàn ò ṣe kúkú mu àgbo,yor,positive,0.7272286415100098,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-03-31,312
won ti so fun mi pe emi ni maa gbapo lowo aregbesola lasun yusuff,yor,negative,0.9010545611381531,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-09,387
ire kanka lose yi fun gbogbo omo oodua ati omo naijiria o,yor,positive,0.9226650595664978,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-05-21,129
nítesíwájú ìwádìí fi hàn wípé ọsàn àgbálùmọ́ ní agbára láti wo àrùn ọkàn,yor,neutral,0.6837418675422668,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-05-21,81
ìbà ọlọ́run olódùmarè ọba awímáyẹhùn ọpẹ́ yẹ ọ o olúwa,yor,positive,0.955245852470398,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-03,165
ìrírí ìṣọdẹ báwọ̀nyí ló fà á tí àwọn ọdẹẹ́ ṣe máa ń fi orin ìjálá ki ara wọn àti lẹ́yìn tí ògúngbè bá jẹ́ ògún nípè fún iṣẹ́ takuntakun tí ọdẹẹ́ ti pa nígbó tí wọn yóò tú pẹẹrẹpẹ́ẹ̀rẹ̀ àkójọ́pọ ìtàn,yor,negative,0.4051676094532013,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-01-06,459
bí wọ́n ti ń bí nílé ni wọ́n ń bí lóko bí ẹ bá rí méjì awo bẹ́ẹ̀ ẹ̀yin ò mọ awo òtúá ló ti tú ìbejì sínú ilé ńlá ẹ̀ bá rí awo bẹ́ẹ̀ ẹ̀yin ò mọ awo,yor,neutral,0.44528186321258545,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-04,314
akuko baba mi kan lai lai,yor,neutral,0.7401047348976135,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-24,140
ẹni mélòó ló wà lábà a púpọ̀ b méjì d mẹ́rin,yor,neutral,0.6038141250610352,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-05,463
kò sí nǹkan tí ìyá rere ò le è ṣe fún ọmọ rẹ̀ lè fi ẹ̀míi rẹ̀ lélẹ̀ fún ọmọ rẹ̀ ìyá tí ń gba ikú ọmọ rẹ̀ kú,yor,neutral,0.5234736204147339,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-16,417
kíni ìtumọ̀ irínwó ní orúkọ ìṣirò owó ẹyọ ló jẹ́ yẹ àwòrán yìí wò fún bí a ṣe máa ń sín,yor,neutral,0.5984594821929932,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-27,233
bi omi ba gbagbe orisun e gbigbe ni n gbe if waters forgets its source it drys up revelationmedia,yor,negative,0.9003885984420776,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-05-15,73
egun ni fun omo ti oba tu ihoho iya re nita gbangba ode pa iya re lekun nitori alakori jonathanu,yor,negative,0.9003920555114746,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-11,130
nínú àṣà ìgbéyàwó ìfojúsóde ni ìgbésẹ̀ àkọ́kọ́ kíni ìgbésẹ̀ kẹ́rin a ìjóhẹn b ìdána d ìtọrọ,yor,neutral,0.716486394405365,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-08-28,257
onise iyanumiracle worker onise arawonderful onise nlagreat god mimo mimo mimoholy holy holy oba to ninu mi,yor,positive,0.9352431297302246,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-05,493
ǹjẹ́ o mọ̀ pé òjò ìlú èkó pọ̀ ju tibikíbi ńlẹ̀ lọ onímọ̀ ojú ọjọ́ pé ilẹ̀ omi lèkó omi pọ̀ ńnú afẹ́fẹ́ ló fà,yor,neutral,0.5143032670021057,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-04-22,470
kí ni à ń fi ẹ̀mú ṣe,yor,neutral,0.658765435218811,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-08-12,245
èdè yorùbá dùn lédè tẹ̀gàn ni hè,yor,neutral,0.7563345432281494,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-19,106
eko se pataki eko se koko abo eko ko wulo fun eleko fun rare,yor,positive,0.5826210379600525,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-31,303
láfikun sí i àsìkò òjò ni ohun oko máa ń ta jùlọ nínú ọdún bọ̀kùàbọ̀kùà ni ohun ọ̀gbìn yóò ta,yor,neutral,0.7899104952812195,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-08-12,134
eyi ni idajọ na pe imọlẹ wá si aiye awọn enia si fẹ òkunkun jù imọlẹ lọ nitoriti iṣẹ wọn buru,yor,neutral,0.5001425743103027,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-24,315
ken ọkọyàwó o kú oríire o barbie ìyàwó wa wàá bí ìbejì,yor,positive,0.5895506143569946,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-08,259
honestly i had this experience yesterday one brother sitting close will not allow me concentrate bọ̀bọ́ yẹn kàn ń gbá ni àfi bí epo,yor,negative,0.6504954099655151,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-03-06,121
jakumo okin rinde osan eni abire o kin ri oru,yor,negative,0.7066433429718018,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-24,163
óro ti o nbaninu jè ni ifipa bani lo pò larin awon ómó ti o ti balaga ati awon okunrin òrò yi fé ayéwo gidigidi,yor,negative,0.7484195828437805,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-03-16,190
iya re le lowo lowo ki baba re lesin lekan ti o ba gboju le won o te tan ni mo wi,yor,negative,0.8072834014892578,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-09,18
ikun n jogede ikun n redi ikun o mo wipe ohun to dun a maa pani ohun lo difa fun opo awon olori wa ni orileede yii,yor,positive,0.6015201807022095,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-03-03,101
nítorí náà ọ̀gá àgbàa ti gbaradì láti yànànáa ipa ayárabíàṣá fún ètò ẹ̀kọ́,yor,neutral,0.5360413789749146,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-15,93
onírúurú ọ̀nà ni à ń gbà ṣe irun orí irun ọmọdé kò jọ tàgbà ti ọkùnrin yàtọ̀ sí ti obìnrin ti olóòṣà dúró gedegbe,yor,negative,0.45413246750831604,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-05-31,206
arómọgẹ̀gẹ̀ òjí ní kùtùkùtù mókùn ọlà dání ṣíjú rere wò mí kí n lówó ìyá ajé olùpèsè ọrọ̀ wá jókòó kalẹ̀ síléè mi,yor,neutral,0.539281964302063,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-03-25,82
ni ọmọọba bá wí fún olùkọ́ àgbà ags wípé àbí ẹ fẹ́ ṣíwọ́ sókè lu ọba ni,yor,neutral,0.5595663785934448,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-03-08,325
ta ló more ọlọ́run èmi more ọlọ́run mo dúpẹ́ ẹni dúpẹ́ ore nkọ́,yor,positive,0.9531539678573608,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-20,479
bi a ba se mo ko ni o emi o ni ero ami ki asa ti lo cc,yor,negative,0.8489382863044739,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-04-18,142
èèyàn ò sunwọ̀n ní ààyè ọjọ́ a bá kú là á di ère èèyàn kò rí ibi sùn ajá ń hanrun,yor,neutral,0.447090744972229,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-02,347
dárúkọ irú ìlẹ̀kẹ̀ mẹ́ta,yor,neutral,0.7735340595245361,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-03,167
ó yá follow me back ẹ seun,yor,positive,0.8425832390785217,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-16,458
a kú ọjọ́ òmìnira ilú nàìjíríà o,yor,positive,0.9534125328063965,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-08-21,192
báwo ni o ẹ kú jọ́ mẹ́ta,yor,positive,0.9008097648620605,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-07-09,86
ooru naa ko ti kase nle ni naija bi otile jepe ojo ti bere rt òtútù yìí ò ní káwọ́ ńlẹ̀ ni ṣèbí a ti w,yor,negative,0.7708200812339783,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-01,405
àtùpà ayọ̀ ire ògòo ayé mi á bùyọ kì yóò kú,yor,positive,0.9585614204406738,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-08-18,401
amin ase àtùpà ayọ̀ ire ògòo ayé mi á bùyọ kì yóò kú,yor,positive,0.9608966112136841,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-28,135
ikú ń kanlẹ̀kùn oúnjẹ àgbáyé àti ewu tí ó rọ̀ mọ́ ọn,yor,neutral,0.6485076546669006,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-06-19,58
bee ni o won fe ka dabi atoroje ni awon agba lowo meeri onijekuje,yor,negative,0.8249760270118713,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-05-30,393
owó ti ayé ìwà ti òrun eni tólówó tí kò níwà dàbí onísòwò pàtàkì tí kò rílé désí,yor,neutral,0.5246017575263977,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-28,271
ọlọ́run ṣe àmọ̀nà wa lọ́jọ́ òní fúnwa ní oreọ̀fẹ́ àti dáríjin àwọn tó ṣẹ̀wá kí àwa fi lè rí ìdáríjìn lọ́dọ̀ rẹ,yor,positive,0.4200267493724823,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-08-20,24
ní ìparí ǹjẹ́ a mọ ọlọ́run àbí a ò mọ̀ ọ́n,yor,positive,0.4805063009262085,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-13,325
yanjú àwọn olórí ogun òhun tó ń dìtẹ̀ kiri àlejò yìí mọ̀ wípé ohun kò lè to ọmọ ogun jọ ṣùgbọ́n ó yan ọ̀nà láti fi gba àwọn ọmọ ogun ní ọ̀rọ̀ ìyànjú kí wọ́n káwọ́ ọ̀tẹ̀ sílẹ̀ àwọn olórí ogun pàdé ní ìkòyí láti káwọ́ ìjà sílẹ̀ àlejò ọba gbìyànjú,yor,neutral,0.47636550664901733,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-04-18,439
òru àti ọ̀sán ọmọdé àti àgbà òrùlé àti àlejò olówó àti tálákà fún wa ní àpẹẹrẹ àwọn àjùmọ̀rìn ọ̀rọ̀ méjì mìíràn tí o bá mọ̀,yor,neutral,0.42640602588653564,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-07-31,184
ǹjẹ́ ìwọ́ mọ̀ wípé àjẹnù ìrèkè a máa fa àkéréke bí ohun aládìńdùn ṣe ń fa kòkòrò,yor,neutral,0.6412489414215088,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-23,494
ṣé látara ọ̀bọ lo ti wá adẹ́dàá ò dá wa lọ́bọ èèyàn ló dá wa èmi eè ṣe ẹbí ẹbí èèyàn ni mí,yor,positive,0.6425325274467468,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-13,446
ẹ jẹ́ ń sọ pé àwọn arab larubawa ló pe ilẹ̀ adú ní sudan,yor,negative,0.5986353754997253,-1,misc / outlier,West Africa,Nigeria,Yoruba,2026-05-09,231
e wo foto ayeye igbeyawo omo ajimobi ati omo danguje nipinle kano fofo,yor,negative,0.4589938819408417,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-03,284
how much water should we drink in a day ẹ báwa dási,yor,positive,0.40914443135261536,2,2_tó_lọ_run_ojú,West Africa,Nigeria,Yoruba,2026-05-17,266
àkààèèbó ni o èyí tí wọ́n rọra fi awẹ́ ọ̀gẹ̀dẹ̀ kan dé fìlà fún,yor,neutral,0.6568639874458313,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-02-08,296
bàbá rere ojúù rẹ dà a,yor,positive,0.9574211239814758,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-15,352
kò ì tí ì sí ìdíwo lórí afá ọkọ̀ ń lọ geere de òwòrò kò sí súnkẹrẹ ọkọ̀,yor,neutral,0.6104263067245483,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-05-11,451
iwude ìjẹ̀sà ó jẹ́ ọdún tí àwọn ìjẹ̀ṣà ma ń ṣe láti rántí àwọn aláálẹ̀ wọn àti láti ṣe ìtẹríba fún wọn àti wípé wọ́n ma tún ń fi àsìkò náà rúbọ àti gba àdúrà sí elédùmarè fún dáada ìsinmi àti ìlọsíwájú àwọn ọmọ ìlú,yor,neutral,0.39590200781822205,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-01-05,458
ìròyìn àgbáyé on abẹ́òkúta watch the full video via,yor,positive,0.42395108938217163,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-08-12,53
ìwọfà lẹnu ibi tó bá wu ẹlẹnu ló lè ran lọ the mouth is a pawnservant it can be sent to wherever the owner pl,yor,negative,0.8693420886993408,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-04-23,129
ìkíni ní ilẹ̀ yorùbá sí ẹni tí ń ṣe àárẹ̀ ẹ pẹ̀lẹ́ o ẹ má fi ara sílẹ̀ sí àwọn tí wọ́n ń ya ara wọn ó dàbọ̀ ìpàdé wa bíi oyinó dàbọ̀ kí a má pàdé mọ́ sí ẹni tí èèyàn pàdé lọ́nà ẹ pẹ̀lẹ́ o ẹ yára lọ sí ẹni tí ó ń sinmi ẹ kúu ìsinmi,yor,neutral,0.4231196343898773,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-07-18,274
aburo gomina ana ipinle kogi governor ati awon meta miran ni won pa ni eto idibo ijoba ibile,yor,negative,0.8411015868186951,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-02-16,322
omo orile ede naijira ni mi a bi mi ni ilu ileife ki olorun bukun orile ede mi amin,yor,positive,0.8797786235809326,0,0_ni_ti_tí_ní,West Africa,Nigeria,Yoruba,2026-06-05,438
ajumọbi ò kọ aanu ẹni oluwa ba ran sini lo n seni loore,yor,neutral,0.5126923322677612,1,1_ni_ti_ní_tí,West Africa,Nigeria,Yoruba,2026-01-02,201
